Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0047/PO/CD/III/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,22-03-2024,29-04-2024,KARTU IDENTITAS,"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Bella",3,3,"27,000.00","81,000.00",Finish,0%,RUPA - RUPA,3,38
0047/PO/CD/III/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,22-03-2024,29-04-2024,KARTU IDENTITAS,"Wrn putih, logo kiri atas, QR Code sebelah kanan, a.n Kusmanto",3,3,"27,000.00","81,000.00",Finish,0%,RUPA - RUPA,3,38
0047/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,KABEL TIE / TIES,Kabel TIES 250cm,4,4,"35,000.00","140,000.00",Finish,0%,LISTRIK,1,38
0047/PO/CD/III/2024/CIC/CIE,TOKO GS,22-03-2024,29-04-2024,LEM,Lem tetes,5,5,"8,000.00","40,000.00",Finish,0%,MATERIAL KONSTRUKSI,1,38
0048/PO/CD/III/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,22-03-2024,26-03-2024,STEPLER JILID,"Tipe 0383, Kapasitas Jilid Max.: 210 lembar ( 70 gsm), Dimensi produk : 36 cm (l) x 9 cm(w) x 38 cm (t)",1,1,"500,000.00","500,000.00",Finish,0%,ALAT TULIS KANTOR,2,4
0048/PO/CD/III/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,22-03-2024,21-05-2024,GANTUNGAN BAJU,Gantungan baju stainlees 2 kait,7,7,"79,900.00","559,300.00",Finish,0%,FASHION,1,60
0049/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,22-03-2024,26-03-2024,HANDPHONE (HP),Hp Infinix Hot 30 NFC  Ram 8GB Internal 128GB Main Camera Dual 50 MP Selfie Camera Single 8 MP Battery Type Li-Po 5000 mAh,1,1,"1,800,000.00","1,800,000.00",Finish,0%,KOMUNIKASI,2,4
0050/PO/CD/III/2024/CIC/CI,DASW - Bekasi,25-03-2024,3/4/2024,STEMPEL,"Stampel Trodat,  Tulisan jatuh tempo warna biru, tulisan tgl, bulan, tahun warna merah, tulisan administrasi pembayaran warna biru + tinta stock",1,1,"250,000.00","250,000.00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,3/4/2024,BUKU FORM,Cetak warna 4A. 80gr,1,1,"130,000.00","130,000.00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,3/4/2024,BUKU FORM,FORM KENAIKAN IPL,2,2,"130,000.00","260,000.00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,3/4/2024,BUKU FORM,FORM KENAIKAN IPL,6,6,"130,000.00","780,000.00",Finish,0%,ALAT TULIS KANTOR,3,9
0050/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,25-03-2024,3/4/2024,BUKU FORM,FORM KENAIKAN IPL,7,7,"130,000.00","910,000.00",Finish,0%,ALAT TULIS KANTOR,3,9
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Bella",5,5,"27,000.00","135,000.00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Kusmanto",5,5,"27,000.00","135,000.00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CI,Desti Advertising - Bekasi,26-03-2024,29-04-2024,STIKER NAMA KARYAWAN,"Lembaran A3, sticker digital printing fronlight, non laminating, a.n Fitria",5,5,"27,000.00","135,000.00",Finish,0%,RUPA - RUPA,0,34
0051/PO/CD/III/2024/CIC/CIE,DIVINE SUCCEES - TOKOPEDIA (JAKARTA),25-03-2024,17-05-2024,VACUUM HEAD,8 roda + kepala T,2,2,"2,104,000.00","4,208,000.00",Finish,0%,KEBERSIHAN,5,53
0052/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,26-03-2024,4/4/2024,CHARGE HT,Adaptor Type C 20 Watt Fast Charging Original Apple,1,1,"450,000.00","450,000.00",Finish,0%,KOMUNIKASI,1,9
0052/PO/CD/III/2024/CIC/CIE,PT. PLATBOARD LUTDESINDO,29-03-2024,29-04-2024,SPANDUK,"Bahan : Flexi, Materi : Idul Fitri, Ukuran : 1,15 x 8 meter",13,13,"207,000.00","2,691,000.00",Finish,0%,MEDIA INFORMASI,2,31
0053/PO/CD/III/2024/CIC/CI,ABDUL ROHMAN - BOGOR,26-03-2024,9/5/2024,KACA MEJA,Warna Bening Ukuran : Panjang = 140cm & Lebar = 70cm,1,1,"320,000.00","320,000.00",Finish,0%,FURNITURE - DEKORASI,0,44
0053/PO/CD/III/2024/CIC/CI,ABDUL ROHMAN - BOGOR,26-03-2024,9/5/2024,KACA MEJA,Warna Hitam Ukuran : Panjang = 240cm & Lebar = 80cm,2,2,"590,000.00","1,180,000.00",Finish,0%,FURNITURE - DEKORASI,0,44
0054/PO/CD/IV/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,2/4/2024,,BANNER,"Bahan flexi, materi Meranti, ukuran 269 x 90 cm",2,,"54,473.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0054/PO/CD/IV/2024/CIC/CIE,Alvin Azizi - Tangerang,4/4/2024,24-04-2024,SPANDUK,"Bahan polyester, uk. 1,15 x 8 meter, materi : liburan idul fitri waterpark, cetak digital printing",50,50,"160,000.00","8,000,000.00",Finish,0%,MEDIA INFORMASI,2,20
0055/PO/CD/IV/2024/CIC/CI,Immanuel Offset Printing - Jakarta,2/4/2024,9/5/2024,BAG / TAS BINGKISAN,"Bahan D600, warna hitam, sablon 2 muka",700,700,"13,500.00","9,450,000.00",Finish,0%,RUPA - RUPA,1,37
0055/PO/CD/IV/2024/CIC/CIE,BERKAH JAYA - BOGOR,4/4/2024,18-04-2024,KOMPONEN / SPAREPART LAINNYA,TIMING CONTROL TV LED SONY BATAVIA 55 ICH,1,1,"1,300,000.00","1,300,000.00",Finish,0%,MECHANICAL,0,14
0056/PO/CD/IV/2024/CIC/CI,Alvin Azizi - Tangerang,2/4/2024,24-04-2024,SPANDUK,"Bahan polyester, materi : rumah 2 kamar harga mulai dari 230 jutaan,  uk 800 x 115 cm",100,100,"68,000.00","6,800,000.00",Finish,0%,MEDIA INFORMASI,1,22
0056/PO/CD/IV/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,5/4/2024,6/5/2024,CHIP LED,"30 watt, warna putih, COB",100,100,"65,000.00","6,500,000.00",Finish,0%,LISTRIK,1,31
0056/PO/CD/IV/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,5/4/2024,6/5/2024,DRIVER LAMPU LED,"30 watt, 900 mh",100,100,"75,000.00","7,500,000.00",Finish,0%,LISTRIK,1,31
0057/PO/CD/IV/2024/CIC/CI,CV. SUKSES HUTAMA ELITE,3/4/2024,2/5/2024,PITA / TINTA/ TONER PRINTER,Tinta Epson 003 Black,15,15,"35,000.00","525,000.00",Finish,0%,KOMPUTER,1,29
0057/PO/CD/IV/2024/CIC/CIE,ONDA OFFICIAL STORE - TOKOPEDIA (TANGERANG),26-04-2024,,SPAREPART KERAN/KRAN AIR,"Kran air tembok, tipe A-801T, 1/2 inch",5,,"99,000.00",0,Dalam Proses,0%,SANITAIR DAN KAMAR MANDI,3,
0058/PO/CD/IV/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,3/4/2024,29-04-2024,BILLBOARD,"Bahan flexi, materi Idul fitri, lokasi depan SPBU, uk 9x7 meter",1,1,"1,917,500.00","1,917,500.00",Finish,0%,MEDIA INFORMASI,1,26
0058/PO/CD/IV/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,26-04-2024,,BUKU FORM,"Cetak warna, kertas 4A. 80gr",7,,"130,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,3,
0058/PO/CD/IV/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,26-04-2024,,BUKU FORM,"Cetak warna, kertas A4. 80gr",7,,"130,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,3,
0058/PO/CD/IV/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,26-04-2024,,BUKU FORM,"Cetak warna, kertas A4. 80gr",7,,"130,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,3,
0059/PO/CD/IV/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,3/4/2024,18-04-2024,ISI STAPLER,isi stapler kecil No 10,50,50,"8,000.00","400,000.00",Finish,0%,ALAT TULIS KANTOR,1,15
0059/PO/CD/IV/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,3/4/2024,18-04-2024,PAPER CLIPS,Trigonal no 3,30,30,"5,000.00","150,000.00",Finish,0%,ALAT TULIS KANTOR,1,15
0059/PO/CD/IV/2024/CIC/CIE,CJ SANITARY - TOKOPEDIA (JAKARTA),26-04-2024,,SPAREPART SHOWER,Kepala shower tipe SO 230,3,,"115,000.00",0,Dalam Proses,0%,SANITAIR DAN KAMAR MANDI,3,
0060/PO/CD/IV/2024/CIC/CI,Alvin Azizi - Tangerang,5/4/2024,14-05-2024,SPANDUK,"Bahan polyester, Uk. 115 x 800cm, materi : ucapan idul fitri",50,50,"68,000.00","3,400,000.00",Finish,0%,MEDIA INFORMASI,0,39
0060/PO/CD/V/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,2/5/2024,2/5/2024,GANTUNGAN BAJU,"Bahan stainless, 3 hook",2,2,"79,900.00","159,800.00",Finish,0%,FASHION,38,0
0060/PO/CD/V/2024/CIC/CIE,ACE HARDWARE CIBUBUR - Cibubur,2/5/2024,2/5/2024,KURSI / SOFA LAINNYA,"Soleil Barvita, Daya Beban: 125 kg, material plastik PP, P/L/T : 56,8 cm, 55,1 cm, 83,5 cm, warna peach",16,16,"249,900.00","3,998,400.00",Finish,0%,FURNITURE - DEKORASI,38,0
0061/PO/CD/IV/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,23-04-2024,6/5/2024,BANNER,"Roll Banner, bahan : flexi, materi Meranti, Uk 200x80 cm",2,2,"450,000.00","900,000.00",Finish,0%,MEDIA INFORMASI,4,13
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT - OBATAN LAINNYA,PANADOL HIJAU - 1 BLISTER - 10 KAPLET,1,1,"19,000.00","19,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT - OBATAN LAINNYA,KAPAS SATUAN (BULAT2 KECIL),2,2,"7,000.00","14,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT - OBATAN LAINNYA,isi 100 lembar,3,3,"55,000.00","165,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT - OBATAN LAINNYA,KASA HIDROPHILE - BINDA,10,10,"7,000.00","70,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT - OBATAN LAINNYA,MICROPORE KECIL,15,15,"15,000.00","225,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT GOSOK / OLES,"Minyak telon, 30 ml",3,3,"15,000.00","45,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT GOSOK / OLES,"Obat tetes mata, Erlamcetin",3,3,"17,000.00","51,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT MERAH,30 ml,5,5,"35,000.00","175,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT SAKIT KEPALA,PANADOL BIRU - 1 BLISTER - 10 KAPLET,1,1,"14,000.00","14,000.00",Finish,0%,KESEHATAN,2,12
0061/PO/CD/V/2024/CIC/CIE,APOTERK OKE PLUS,2/5/2024,14-05-2024,OBAT SAKIT KEPALA,PANADOL MERAH - 1 BLISTER - 10 KAPLET,1,1,"17,000.00","17,000.00",Finish,0%,KESEHATAN,2,12
0062/PO/CD/IV/2024/CIC/CI,TOKO GS,29-04-2024,17-05-2024,CAT WARNA,Warna merah,5,5,"33,000.00","165,000.00",Finish,0%,ALAT TULIS KANTOR,3,18
0063/PO/CD/V/2024/CIC/CI,Alvin Azizi - Tangerang,2/5/2024,28-05-2024,SPANDUK,"Bahan polyester, materi : rumah 2 kamar harga mulai dari 230 jutaan, uk 800 x 115 cm",100,100,"68,000.00","6,800,000.00",Finish,0%,MEDIA INFORMASI,2,26
0063/PO/CD/V/2024/CIC/CIE,CREATIVE SOLUTION - JAKARTA,2/5/2024,,KERTAS THERMAL,Uk. 80x80,150,,"13,300.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,2,
0064/PO/CD/V/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,2/5/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5ANQ",2,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,2,
0064/PO/CD/V/2024/CIC/CIE,PT. PLATBOARD LUTDESINDO,7/5/2024,,SPANDUK,"Bahan flexi, ukuran 2x1.5 meter, materi ""dilarang buang sampah""",10,,"67,500.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0065/PO/CD/V/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,16-05-2024,,STEMPEL,Stempel PT. CIPUTRAINDAH GRIYAASRI,1,,"150,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,0,
0065/PO/CD/V/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,7/5/2024,,LAMPU,"15 watt, warna putih",7,,"35,000.00",0,Dalam Proses,0%,LISTRIK,0,
0066/PO/CD/V/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,16-05-2024,27-05-2024,BROSUR,"Lipat 3, Bahan: AC 210gsm, Laminating doft, Die cut",2500,2500,"4,500.00","11,250,000.00",Finish,0%,MEDIA INFORMASI,2,11
0066/PO/CD/V/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,7/5/2024,,LAMPU,"15 watt, warna putih",15,,"35,000.00",0,Dalam Proses,0%,LISTRIK,0,
0067/PO/CD/V/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,16-05-2024,,KERTAS A4,"Kertas A4, 75 gram, warna putih",100,,"45,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,1,
0067/PO/CD/V/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,7/5/2024,,LAMPU,"15 watt, warna putih",12,,"35,000.00",0,Dalam Proses,0%,LISTRIK,0,
0068/PO/CD/V/2024/CIC/CI,Bina Jaya Computer - Jakarta,20-05-2024,,KABEL HDMI,KABEL HDMI MERK BAFO PANJANG 10 METER,1,,"330,000.00",0,Dalam Proses,0%,KOMPUTER,0,
0068/PO/CD/V/2024/CIC/CI,Bina Jaya Computer - Jakarta,20-05-2024,,KABEL HDMI,KABEL HDMI MERK BAFO PANJANG 5 METER,1,,"150,000.00",0,Dalam Proses,0%,KOMPUTER,0,
0068/PO/CD/V/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,7/5/2024,20-05-2024,KERTAS A4,"Kertas A4, 75 gram, warna putih",30,30,"45,000.00","1,350,000.00",Finish,0%,ALAT TULIS KANTOR,0,13
0069/PO/CD/V/2024/CIC/CI,Alvin Azizi - Tangerang,28-05-2024,,SPANDUK,"Bahan polyester, ukuran 8x1,15 meter, materi: Meranti rumah 2KT",100,,"68,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0069/PO/CD/V/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,14-05-2024,20-05-2024,FLYER,"Materi waterpark, ukuran A5, warna : Colourfull",10,10,"338,000.00","3,380,000.00",Finish,0%,MEDIA INFORMASI,0,6
0070/PO/CD/V/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,14-05-2024,,BUKU FORM,"cetak colorful, ukuran A4, laminasi glossy",1000,,"1,100.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,4,
0071/PO/CD/V/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,28-05-2024,,BANNER,"Bahan: Flexi, Uk. 33x2meter, Lokasi: belakang gedung security, materi: mall Ciputra",1,,"1,485,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0071/PO/CD/V/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,14-05-2024,,LAMPU,"15 watt, warna putih",12,,"35,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,28-05-2024,,BILLBOARD,"Bahan: Flexi, Uk. 17,5x2,5meter, Lokasi: underpass, materi: promo disc 120juta",1,,"1,484,375.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,AKSESORIS LAMPU,"Controller DMX, DMX ARTNET Systems",1,,"42,000,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,LAMPU,"Wall lampu RADO 4 RA - 40181/ setara baru, wall lamp 9W 720Lm 3000K 120D IP65 240VAC, Dimensi 215*35*215mm",12,,"1,181,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,LAMPU,"RADO 4 BOLLARD/ setara (baru termasuk box),  Bollard 15W 1200Lm 3000K 120D IP65 240VAC, Dimensi 180*750mm",12,,"2,919,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,LAMPU,"Osram powerflex ELD-03 setara (baru), LED Strip 12.5W 24VDC IP167 RGB (1 roll 5 meter)",31,,"874,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,LAMPU,"Lampu LED LS853  Setara (baru) Uplight 18W 540Lm RGB 40D IP167, 24VDC, Dimensi 160*157mm Cut out: 154mm",62,,"2,188,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,LAMPU,"Lampu LS3431LED Centria/Setara (baru), Uplight 24W, RGB 12*45D IP67, 24DC, Dimensi 86*146mm",187,,"1,571,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,POWER SUPPLY,Power Supply 200W (2 Roll each),16,,"1,069,000.00",0,Dalam Proses,0%,LISTRIK,7,
0072/PO/CD/V/2024/CIC/CIE,PT. HILIOS POWER QUANTUM - JAKARTA,29-05-2024,,POWER SUPPLY,Power supply 100 w (4 fixture each),65,,"340,000.00",0,Dalam Proses,0%,KOMPUTER,7,
0073/PO/CD/V/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,30-05-2024,,SPANDUK,"Bahan flexi, ukuran 1x2 meter, materi Ciputra Hub",3,,"45,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0073/PO/CD/V/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,30-05-2024,,SPANDUK,"Bahan flexi, ukuran 1x2 meter, materi Ciputra Hub",21,,"45,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0073/PO/CD/VI/2024/CIC/CIE,PT. PLATBOARD LUTDESINDO,3/6/2024,,SPANDUK,"Bahan: flexi, Ukuran 6x2 meter, selongsong kanan kiri,  materi : ""Hari Jadi Bogor""",10,,"270,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,5,
